Agent,InformationLevel,Pdc_Correct1,Pdc_Correct2,Pdc_Correct3,Pdc_Correct4,Pdc_Correct5,Pdt1,Pdt2,Pdt3,Pdt4,Pdt5,Coin1,Coin2,Coin3,Coin4,Coin5,Decision1,Decision2,Decision3,Decision4,Decision5,BetAmount1,BetAmount2,BetAmount3,BetAmount4,BetAmount5,Bet1,Bet2,Bet3,Bet4,Bet5,Session,statistics_score,WrongNum,BlankNum,ExchangeRate,TimeOKProbabilityTestQ1Q5OK,TimeOKProbabilityTestQ6Q10OK,Earning2,TimeClickToProCorrectAnswersOK,Choice1,Choice2,Choice3,Choice4,Choice5,Choice6,Choice7,Choice8,Choice9,Choice10,TimeClickToProionInstructionOK,Gender,Year,Age,TimeSubmitDemographicsOK,UnderstandingLevel,TimeSubmitUnderstandingQnsOK,questionorder1,questionorder2,questionorder3,questionorder4,questionorder5,questionorder6,questionorder7,questionorder8,questionorder9,questionorder10,KarmaBelief1,KarmaBelief2,KarmaBelief3,TimeSubmitKarmaBeliefOK,Authority1,Authority2,Authority3,Authority4,Authority5,Authority6,Authority7,TimeSubmitLocuOfControlScaleOK,IUS1,IUS2,IUS3,IUS4,IUS5,IUS6,IUS7,IUS8,IUS9,IUS10,IUS11,IUS12,Endowment_beforeR1,Endowment_beforeR2,Endowment_beforeR3,Endowment_beforeR4,Endowment_beforeR5,Endowment_afterR1,Endowment_afterR2,Endowment_afterR3,Endowment_afterR4,Endowment_afterR5,StreakTreat_R2,StreakTreat_R3,StreakTreat_R4,StreakTreat_R5,switching_point,risk_score,treat,karma,authority,iu,Head1,Head2,Head3,Head4,Tail1,Tail2,Tail3,Tail4,madewrongbet1,madewrongbet2,madewrongbet3,madewrongbet4,madewrongbet5,fixedbetting,betsame1,betsame2,betsame3,betsame4,betsame5,gambler1,gambler2,gambler3,gambler4,lgbetamount1,lgbetamount2,lgbetamount3,lgbetamount4,lgbetamount5
2,2,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,20,35,50,100,185,0,0,0,0,1,6b,8,2,0,0.02,9,73,1.8,-15,1,1,1,1,1,1,2,2,2,2,480,2,2,20,19,5,-19,1,12,9,8,4,6,3,5,7,2,4,4,4,-5,5,2,1,2,5,7,7,-27,4,5,5,2,4,4,4,2,3,4,4,3,300,270,235,285,185,270,235,285,185,0,3,3,1,1,7,2,4,0.72871506214141846,-0.61130398511886597,1.1430162191390991,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,2.995732307434082,3.5553481578826904,3.9120230674743652,4.6051702499389648,5.2203559875488281
1,2,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,50,100,100,50,10,0,0,1,1,1,8b,6,4,0,0.02,88,82,0.59999999999999998,-7,1,1,1,1,1,2,2,2,2,2,479,1,4,24,16,5,-63,5,12,2,9,3,6,7,8,4,1,2,4,2,-18,1,1,1,1,2,7,7,-28,2,4,4,2,3,2,4,2,3,4,2,3,300,250,350,250,300,250,350,250,300,290,3,1,1,1,6,2,2,-0.12770810723304749,-1.7402902841567993,0.17652037739753723,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,3.9120230674743652,4.6051702499389648,4.6051702499389648,3.9120230674743652,2.3025851249694824
1,2,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,50,25,50,25,100,0,0,1,1,0,8d,10,0,0,0.02,21,145,3,1,1,1,1,1,1,1,1,1,2,2,479,2,1,17,13,5,-11,12,1,5,3,8,2,7,6,4,9,4,4,5,-9,4,3,2,4,4,5,3,-19,3,4,2,4,5,1,5,3,4,4,4,3,300,250,275,325,350,250,275,325,350,250,3,1,1,1,9,2,2,0.82396978139877319,0.29733631014823914,1.0592799186706543,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,3.9120230674743652,3.2188758850097656,3.9120230674743652,3.2188758850097656,4.6051702499389648
1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,10,11,15,10,10,0,0,1,0,0,7b,9,1,0,0.02,112,134,2.3999999999999999,-2,1,1,1,1,1,1,1,2,2,2,479,1,2,24,17,4,-98,3,2,8,9,6,5,7,1,12,4,4,3,5,-21,5,4,2,1,4,5,5,-24,2,1,4,4,4,2,5,2,3,1,4,3,300,300,289,294,284,300,289,294,284,284,2,1,1,1,8,2,1,0.44117125868797302,-0.16880080103874207,0.075604707002639771,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,2.3025851249694824,2.397895336151123,2.7080502510070801,2.3025851249694824,2.3025851249694824
2,2,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,50,60,100,100,50,1,1,1,1,0,1a,7,3,0,0.02,85,2,1.2,-6,1,1,1,1,1,1,1,2,2,2,477,1,1,19,11,4,-40,3,2,1,5,8,6,4,7,9,12,3,5,4,-5,6,3,3,2,5,5,7,-11,2,3,4,2,3,2,2,1,2,1,1,5,300,250,310,410,510,250,310,410,510,450,2,1,1,1,8,2,4,0.77855664491653442,0.087138853967189789,-0.71276211738586426,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,3.9120230674743652,4.0943446159362793,4.6051702499389648,4.6051702499389648,3.9120230674743652
2,2,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,50,100,150,80,180,1,1,1,1,1,5b,10,0,0,0.02,99999,99999,3,99999,1,1,1,1,1,2,2,2,2,2,99999,1,2,22,99999,5,99999,3,1,5,4,12,6,7,8,9,2,4,4,5,99999,4,5,2,2,2,6,5,99999,3,4,3,3,4,2,4,3,3,4,2,3,300,350,250,100,180,350,250,100,180,0,3,1,1,1,6,2,4,0.82396978139877319,-0.3540242612361908,0.49294492602348328,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,3.9120230674743652,4.6051702499389648,5.0106353759765625,4.3820266723632812,5.1929569244384766
1,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,100,140,20,20,20,1,0,0,1,0,2e,9,1,0,0.02,136,184,2.3999999999999999,-26,1,1,1,1,1,1,1,2,2,2,479,2,4,22,25,5,-11,2,12,9,4,1,6,7,8,5,3,2,4,1,-1,2,2,2,3,1,5,6,-12,4,4,4,3,4,5,4,4,4,4,5,3,300,200,60,40,20,200,60,40,20,40,2,1,1,1,8,2,2,-0.22296278178691864,-0.87711387872695923,1.6990941762924194,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,4.6051702499389648,4.9416422843933105,2.995732307434082,2.995732307434082,2.995732307434082
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,20,20,30,50,20,0,0,1,1,1,2f,0,0,10,0.02,0,0,0,-6,1,1,1,1,1,1,2,2,2,2,478,1,1,20,16,4,-6,1,6,3,4,9,12,7,8,5,2,3,3,2,-9,4,4,3,3,5,6,5,-28,1,2,3,2,3,1,2,4,4,3,2,1,300,270,250,280,230,270,250,280,230,250,3,3,3,3,7,2,1,-0.17754970490932465,0.22301410138607025,-0.44733673334121704,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,2.995732307434082,2.995732307434082,3.4011974334716797,3.9120230674743652,2.995732307434082
2,2,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,50,50,50,150,50,1,1,1,1,1,3f,8,2,0,0.02,62,150,1.8,-2,1,1,1,1,1,1,2,2,2,2,478,1,3,20,23,5,8,4,9,8,5,12,6,3,7,2,1,2,2,4,-3,2,2,1,1,2,6,6,-8,3,3,4,4,4,2,4,2,2,2,2,2,300,350,300,250,400,350,300,250,400,450,3,1,1,1,7,2,4,-0.70279574394226074,-1.3240305185317993,-0.11661142855882645,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3.9120230674743652,3.9120230674743652,3.9120230674743652,5.0106353759765625,3.9120230674743652
2,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,150,150,200,300,150,1,1,1,1,1,7a,8,1,1,0.02,8,32,2.1000000000000001,-3,1,2,2,2,2,2,2,2,2,2,478,1,3,22,26,5,-41,7,9,6,4,8,1,3,2,5,12,4,4,4,-1,3,1,2,1,1,6,7,-15,3,3,3,4,2,3,4,3,1,2,1,1,300,450,300,500,200,450,300,500,200,350,3,1,1,1,2,-2,3,0.72871506214141846,-1.3940776586532593,-0.54212802648544312,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,5.0106353759765625,5.0106353759765625,5.2983174324035645,5.7037825584411621,5.0106353759765625
2,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,50,70,50,30,50,0,0,0,1,0,5d,9,1,0,0.02,99999,99999,2.3999999999999999,99999,1,1,1,1,1,2,2,2,2,2,99999,2,2,20,99999,5,99999,12,2,6,3,5,9,7,8,4,1,1,1,4,99999,2,2,3,5,3,6,6,99999,3,2,4,2,2,1,1,1,2,4,4,2,300,240,300,340,360,240,300,340,360,300,3,1,1,1,6,2,3,-1.4185512065887451,-0.24126364290714264,-0.34856033325195312,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,3.9120230674743652,4.2484951019287109,3.9120230674743652,3.4011974334716797,3.9120230674743652
1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,20,50,30,50,50,0,0,0,1,0,3c,9,1,0,0.02,20,20,2.3999999999999999,-12,1,1,1,1,2,2,2,2,2,2,477,2,1,21,13,4,-103,1,9,3,4,12,5,6,8,7,2,5,3,5,-15,5,5,1,5,5,7,7,-89,5,5,5,3,5,2,4,1,5,4,3,4,300,280,330,300,350,280,330,300,350,400,3,1,1,1,5,1,1,0.77412813901901245,0.2242305725812912,1.4166662693023682,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,2.995732307434082,3.9120230674743652,3.4011974334716797,3.9120230674743652,3.9120230674743652
1,2,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,20,30,10,100,120,1,1,0,0,1,3d,8,2,0,0.02,106,89,1.8,-5,1,2,2,2,2,2,2,2,2,2,479,1,4,28,20,5,-36,6,2,7,4,12,1,3,9,5,8,2,4,2,-28,3,3,3,2,2,6,5,-39,3,3,4,3,4,2,3,2,4,4,4,4,300,320,350,340,430,320,350,340,430,300,3,3,3,3,2,-2,2,-0.12770810723304749,-0.55086588859558105,0.87483292818069458,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2.995732307434082,3.4011974334716797,2.3025851249694824,4.6051702499389648,4.7874917984008789
2,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,20,60,60,75,225,0,1,1,0,0,8c,10,0,0,0.02,11,63,3,-1,1,1,1,1,2,2,2,2,2,2,479,2,1,18,16,5,-15,1,12,2,7,5,6,9,8,4,3,1,1,4,-3,4,5,5,6,6,6,7,-12,3,4,2,2,4,2,3,3,3,3,2,3,300,270,210,150,225,270,210,150,225,0,3,1,1,1,5,1,4,-1.4185512065887451,1.0587166547775269,0.12512902915477753,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,2.995732307434082,4.0943446159362793,4.0943446159362793,4.3174881935119629,5.4161005020141602
1,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,20,30,60,60,50,1,0,0,0,0,7d,7,2,1,0.02,21,6,1.5,-6,1,1,1,1,1,1,2,2,2,2,471,2,6,23,-1,4,-95,6,9,12,4,1,5,7,8,2,3,4,3,5,-27,2,6,1,1,6,6,5,-39,2,2,4,2,4,3,4,2,3,2,1,2,300,320,350,290,350,320,350,290,350,300,3,1,1,1,7,2,2,0.44117125868797302,-0.28813409805297852,-0.40810993313789368,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2.995732307434082,3.4011974334716797,4.0943446159362793,4.0943446159362793,3.9120230674743652
2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,25,10,10,10,10,1,1,0,0,1,2d,6,3,1,0.02,91,1,0.90000000000000002,-3,1,1,1,1,1,1,1,1,2,2,479,1,4,24,20,5,-22,1,9,2,8,5,12,3,6,4,7,2,4,2,-3,3,1,3,2,2,6,5,-13,3,3,4,2,3,2,4,3,1,2,2,1,300,325,335,345,355,325,335,345,355,345,3,3,3,1,9,2,3,-0.12770810723304749,-0.77044737339019775,-0.58386892080307007,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3.2188758850097656,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.3025851249694824
2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,30,70,120,120,50,1,1,1,1,1,5b,7,3,0,0.02,99999,99999,1.2,0,1,1,1,1,2,2,2,2,2,2,0,2,2,20,99999,5,99999,12,2,7,1,4,9,3,8,5,6,4,4,4,99999,4,4,4,5,3,4,4,99999,3,3,3,3,3,3,3,3,3,3,3,3,300,330,260,140,260,330,260,140,260,210,3,1,1,1,5,1,4,0.72871506214141846,0.73236441612243652,0.36903110146522522,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,3.4011974334716797,4.2484951019287109,4.7874917984008789,4.7874917984008789,3.9120230674743652
2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,100,200,160,20,60,1,1,1,1,1,3f,8,2,0,0.02,51,118,1.8,-11,1,1,1,1,2,2,2,2,2,2,479,1,3,21,22,5,-81,6,2,3,8,5,12,4,1,7,9,1,1,4,-10,7,7,1,4,4,7,5,-13,3,3,3,4,3,3,2,3,3,3,3,3,300,400,200,40,60,400,200,40,60,120,3,1,1,1,5,1,4,-1.4185512065887451,0.57429653406143188,0.40387856960296631,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,4.6051702499389648,5.2983174324035645,5.0751738548278809,2.995732307434082,4.0943446159362793
2,2,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,70,90,100,100,60,0,0,0,0,0,1a,7,3,0,0.02,4,96,1.2,-4,2,2,2,2,2,2,2,2,2,2,479,1,1,21,13,4,-19,2,9,5,1,3,12,6,7,8,4,5,5,5,2,6,7,7,2,1,7,7,-22,4,1,1,1,3,1,5,5,5,4,1,2,300,360,260,160,60,360,260,160,60,0,2,1,1,1,1,-2,4,1.5397251844406128,0.40000385046005249,0.13702452182769775,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,4.2484951019287109,4.499809741973877,4.6051702499389648,4.6051702499389648,4.0943446159362793
1,2,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,50,40,50,55,45,0,1,1,0,1,6e,4,1,5,0.02,0,110,0.90000000000000002,-8,1,1,1,1,1,1,1,2,2,2,473,2,4,28,15,4,-50,8,12,3,5,4,6,9,2,7,1,2,2,4,-27,5,3,3,5,3,7,2,-36,2,1,2,3,2,2,3,3,3,3,1,1,300,350,390,440,385,350,390,440,385,340,2,1,1,1,8,2,2,-0.70279574394226074,0.50586891174316406,-0.68927091360092163,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,3.9120230674743652,3.6888794898986816,3.9120230674743652,4.0073332786560059,3.8066625595092773
2,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,10,10,10,20,10,1,1,1,0,0,4e,8,1,1,0.02,8,8,2.1000000000000001,-2,1,1,1,1,1,1,1,1,1,2,479,2,1,19,13,4,-59,1,2,8,3,7,4,6,12,9,5,2,1,1,-13,4,3,5,2,5,6,6,-25,3,2,4,3,4,1,4,2,1,3,2,2,300,290,280,290,300,290,280,290,300,300,2,2,2,2,10,2,3,-1.3713582754135132,0.1326526403427124,-0.45374587178230286,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,2,0,0,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.995732307434082,2.3025851249694824
1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,10,10,10,10,15,0,0,0,0,0,3c,5,5,0,0.02,58,12,0,1,1,1,1,1,1,1,1,2,2,2,479,2,2,19,11,2,-11,1,9,8,12,6,4,7,2,5,3,4,5,3,-2,4,2,4,4,7,7,7,-6,3,2,1,3,3,1,5,5,5,5,5,5,300,290,300,290,280,290,300,290,280,295,3,1,1,1,8,2,1,1.0162589550018311,0.28242775797843933,1.4180469512939453,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.7080502510070801
2,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,50,100,80,100,80,0,0,1,0,0,1b,5,5,0,0.02,0,141,0,-9,1,1,1,1,1,2,2,2,2,2,479,1,1,19,18,4,-72,8,9,3,5,6,4,7,1,12,2,3,3,4,-19,2,1,1,3,3,7,3,-46,4,3,1,2,5,1,4,3,2,4,4,2,300,240,130,200,90,240,130,200,90,0,3,3,1,1,6,2,3,0.012959655374288559,-0.78254479169845581,0.29607245326042175,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,3.9120230674743652,4.6051702499389648,4.3820266723632812,4.6051702499389648,4.3820266723632812
2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,100,100,100,100,200,0,0,0,1,0,4d,8,1,1,0.02,68,5,2.1000000000000001,-4,1,1,1,1,2,2,2,2,2,2,480,1,4,22,18,5,-36,1,3,6,7,9,2,12,4,8,5,4,4,3,-12,1,1,1,1,1,7,7,-8,1,5,5,1,4,1,5,2,5,5,2,4,300,400,300,400,500,400,300,400,500,300,2,1,1,1,5,1,4,0.6334604024887085,-1.8659569025039673,0.74077743291854858,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,4.6051702499389648,4.6051702499389648,4.6051702499389648,4.6051702499389648,5.2983174324035645
1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,30,27,29,32,94,0,1,1,1,1,2f,7,3,0,0.02,22,117,1.2,-10,1,1,1,1,2,2,2,2,2,2,479,1,1,19,-18,5,-36,1,12,7,8,3,6,4,9,2,5,5,4,5,-21,6,6,7,5,6,5,7,-44,2,2,5,5,5,2,5,5,4,5,5,4,300,270,297,326,294,270,297,326,294,388,3,3,1,1,5,1,1,1.1569266319274902,1.6127744913101196,1.6762721538543701,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,3.4011974334716797,3.2958369255065918,3.3672957420349121,3.465735912322998,4.5432949066162109
2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,20,20,20,20,60,1,0,1,1,1,5d,10,0,0,0.02,99999,99999,3,99999,1,1,1,1,1,2,2,2,2,2,99999,2,2,18,99999,5,99999,5,4,3,1,8,6,7,2,9,12,5,4,5,99999,5,6,6,6,7,3,3,99999,4,3,4,2,4,2,3,2,2,3,3,4,300,320,340,320,340,320,340,320,340,400,3,1,1,1,6,2,3,1.1569266319274902,2.2120192050933838,0.23178757727146149,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2.995732307434082,2.995732307434082,2.995732307434082,2.995732307434082,4.0943446159362793
1,2,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,10,10,10,10,10,1,0,1,1,0,4b,7,3,0,0.02,4,4,1.2,-6,1,1,1,1,1,1,1,2,2,2,476,2,3,21,7,5,-35,3,9,12,5,1,7,4,8,2,6,2,4,2,-72,3,3,1,4,3,6,6,-87,4,5,4,2,5,3,4,2,1,4,3,2,300,310,300,310,300,310,300,310,300,290,3,3,1,1,8,2,2,-0.12770810723304749,-0.46404212713241577,0.45062708854675293,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.3025851249694824,2.3025851249694824
2,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,10,10,20,10,30,1,1,1,1,1,7a,2,3,5,0.02,0,27,0,-5,1,1,1,1,1,1,1,1,2,2,479,2,6,25,21,3,-48,7,6,8,4,12,1,9,3,2,5,4,4,4,-16,3,3,2,2,3,5,4,-41,2,2,4,3,4,2,4,2,2,2,1,1,300,310,300,320,310,310,300,320,310,340,3,1,1,1,9,2,3,0.72871506214141846,-0.37820771336555481,-0.69044464826583862,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2.3025851249694824,2.3025851249694824,2.995732307434082,2.3025851249694824,3.4011974334716797
1,2,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,90,95,60,35,90,1,0,0,0,1,2e,6,4,0,0.02,62,24,0.59999999999999998,-5,1,1,1,1,1,1,2,2,2,2,479,1,1,19,-50,3,-85,1,2,9,5,7,6,4,12,8,3,4,4,5,-33,4,5,7,3,5,7,6,-63,3,2,1,3,4,5,5,4,4,5,3,5,300,210,115,55,90,210,115,55,90,0,2,1,1,1,7,2,2,0.82396978139877319,0.70913904905319214,1.3545372486114502,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,4.499809741973877,4.5538768768310547,4.0943446159362793,3.5553481578826904,4.499809741973877
1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,150,250,350,450,250,0,0,1,0,0,5e,5,5,0,0.02,99999,99999,0,99999,1,1,1,1,2,2,2,2,2,2,99999,2,3,21,99999,5,99999,2,3,1,4,9,6,12,8,5,7,3,3,3,99999,2,6,4,5,5,6,6,99999,4,4,2,4,4,3,4,2,2,3,2,1,300,440,690,1040,580,440,690,1040,580,820,2,2,2,1,5,1,1,-0.082295022904872894,0.59034109115600586,0.15295746922492981,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,0,0,5.0106353759765625,5.521461009979248,5.8579330444335938,6.1092476844787598,5.521461009979248
1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,50,60,140,80,50,0,1,1,0,1,6d,5,0,5,0.02,0,133,1.5,-3,1,1,1,1,1,1,2,2,2,2,479,1,4,25,22,5,-26,1,4,6,8,9,12,2,3,5,7,2,4,4,-2,3,3,3,5,4,6,6,-6,3,3,3,3,4,2,4,2,2,3,3,3,300,340,280,420,500,340,280,420,500,550,2,2,2,2,7,2,1,0.062801256775856018,0.11256243288516998,0.14106476306915283,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2,0,0,3.9120230674743652,4.0943446159362793,4.9416422843933105,4.3820266723632812,3.9120230674743652
1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,40,50,100,100,200,0,0,0,1,1,2b,9,1,0,0.02,14,113,2.3999999999999999,0,1,1,1,2,2,2,2,2,2,2,478,1,1,23,19,5,-34,1,9,3,8,5,12,7,6,4,2,4,4,4,-2,2,5,1,2,4,6,6,-14,4,3,4,3,4,2,4,3,2,2,1,2,300,340,290,390,290,340,290,390,290,490,2,1,1,1,4,0,1,0.72871506214141846,-0.57460439205169678,-0.18196474015712738,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,3.6888794898986816,3.9120230674743652,4.6051702499389648,4.6051702499389648,5.2983174324035645
1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,10,15,15,20,30,1,1,1,1,0,4f,9,1,0,0.02,19,138,2.3999999999999999,0,1,1,1,1,1,1,2,2,2,2,479,1,1,20,21,4,-114,7,4,9,1,6,12,5,3,2,8,4,4,2,-20,2,2,1,3,6,5,6,-25,3,2,2,2,4,2,4,2,2,3,3,2,300,280,255,260,280,280,255,260,280,250,2,2,2,1,7,2,2,0.53820574283599854,-0.38988962769508362,-0.21584752202033997,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,2,0,0,2.3025851249694824,2.7080502510070801,2.7080502510070801,2.995732307434082,3.4011974334716797
1,2,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,10,20,50,50,100,0,0,1,0,0,8d,4,6,0,0.02,117,104,0,-2,1,1,1,1,1,2,2,2,2,2,479,2,3,21,19,3,-3,1,2,3,12,8,5,7,4,6,9,2,2,2,-1,2,4,2,3,5,6,5,-19,2,4,4,2,4,2,2,3,1,1,2,2,300,280,300,350,300,280,300,350,300,200,3,1,1,1,6,2,2,-0.89330512285232544,-0.15483200550079346,-0.70329105854034424,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,2.3025851249694824,2.995732307434082,3.9120230674743652,3.9120230674743652,4.6051702499389648
2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,40,20,30,20,50,0,0,1,1,0,3b,6,2,2,0.02,60,1,1.2,-4,2,2,2,2,2,2,2,2,2,2,479,2,6,23,8,3,-76,3,9,7,6,12,1,2,5,4,8,1,3,2,-16,5,5,3,3,5,6,6,-35,2,4,2,4,3,2,4,3,4,4,4,4,300,250,260,230,250,250,260,230,250,200,3,1,1,1,1,-2,4,-0.84346354007720947,0.35710644721984863,0.95677649974822998,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,3.6888794898986816,2.995732307434082,3.4011974334716797,2.995732307434082,3.9120230674743652
1,2,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,100,100,10,10,10,1,1,1,1,1,7d,7,2,1,0.02,88,48,1.5,-20,1,1,1,1,1,1,1,1,1,2,476,2,6,23,20,4,-43,3,2,4,12,5,1,7,6,8,9,2,2,2,-39,6,6,6,6,6,1,6,-41,2,3,4,4,5,4,4,2,2,2,2,2,300,400,300,310,300,400,300,310,300,310,3,1,1,1,10,2,2,-0.89330512285232544,2.1105861663818359,0.060123521834611893,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,4.6051702499389648,4.6051702499389648,2.3025851249694824,2.3025851249694824,2.3025851249694824
1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,20,50,100,70,50,1,0,1,0,0,5c,8,2,0,0.02,99999,99999,1.8,99999,1,1,1,1,1,1,1,2,2,2,99999,1,2,21,99999,5,99999,5,9,1,8,6,7,3,12,2,4,4,4,2,99999,1,1,1,3,2,7,5,99999,3,4,4,2,1,3,5,4,5,5,2,3,300,280,320,420,350,280,320,420,350,300,2,2,2,1,8,2,2,0.53820574283599854,-1.2147144079208374,0.98603111505508423,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,2,0,0,2.995732307434082,3.9120230674743652,4.6051702499389648,4.2484951019287109,3.9120230674743652
